1 818 7736.495942460923  0.00018698352732826606
1 819 7738.006774223483  0.00015789235885677044
1 820 7739.517308250149  0.00017094685063057113
1 821 7741.028075831649  0.00018843434600057662
1 822 7742.539577981309  0.00023148565742303617
1 823 7744.050266503583  0.00022925254597794265
1 824 7745.560843462022  0.00024273991402878892
1 825 7747.071925537859  0.00021163157680348377
1 826 7748.5828788498375  0.0001816537569538923
1 827 7750.093779964082  0.00016021691089918022
1 828 7751.604308709015  0.00017297565364060574
1 829 7753.11505574215  0.00018364636935075396
1 830 7754.6265785201285  0.0002265947946398228
1 831 7756.137319437134  0.0002257467003801139
1 832 7757.6478721226695  0.00022829146018921165
1 833 7759.158888996923  0.0001930451849148085
1 834 7760.66984244163  0.0001676857073107385
1 835 7762.180805161516  0.0001509675371380581
1 836 7763.691327809367  0.00016030025062718778
1 837 7765.202057489065  0.00016953142767306417
1 838 7766.713596988182  0.0002077019562420901
1 839 7768.224365903285  0.00021516238393815001
1 840 7769.734922593512  0.00020362632676551584
1 841 7771.2458471807595  0.00017246845027329982
1 842 7772.756812806983  0.0001566428495607397
1 843 7774.267845215717  0.00013509175141734886
1 844 7775.778373344381  0.00014945255270504276
1 845 7777.289076269471  0.00017652757833275246
1 846 7778.800628122481  0.00018049482196147437
1 847 7780.311416035682  0.00018331275441596517
1 848 7781.821955783715  0.00018054829615721246
1 849 7783.3328139258365  0.00015958921403580462
1 850 7784.8437729700845  0.0001454963980904722
1 851 7786.3548868155785  0.00012741568571073003
1 852 7787.86542065882  0.0001499687696195906
1 853 7789.376102756707  0.00017359982439302257
1 854 7790.887632778845  0.0001790836481632141
1 855 7792.398441388105  0.0001719483971100999
1 856 7793.90898518304  0.00016875566689122934
1 857 7795.419792643986  0.00014711468429595698
1 858 7796.930735783795  0.00013703273998544319
1 859 7798.4419165973595  0.00013617958893519244
1 860 7799.952449500309  0.00015245621671056142
1 861 7801.463110458967  0.00017295514817305957
1 862 7802.974624264952  0.00016653476905048592
1 863 7804.485451253025  0.00017140989848485333
1 864 7805.99601289692  0.0001602297043064027
1 865 7807.506747667558  0.00014241859571484383
1 866 7809.017681934264  0.00015150380613704328
1 867 7810.52892107641  0.00013406487551037571
1 868 7812.039459885802  0.00014264973970057326
1 869 7813.550094071271  0.00016767650549809332
1 870 7815.061601704873  0.0001743832581269089
2 510 7735.688794978937  0.00015702448536103475
2 511 7738.111131118348  0.0002273972422699444
2 512 7740.5330255239205  0.00029817834774803487
2 513 7742.954544426068  0.00018283351892023347
2 514 7745.376263539831  0.00021199988441367168
2 515 7747.798030394491  0.00019942335529776756
2 516 7750.22033134161  0.0002566435359767638
2 517 7752.642213269837  0.0003088086518800992
2 518 7755.063731581736  0.00020456789070522063
2 519 7757.485435909605  0.0002430383692626492
2 520 7759.907227524192  0.00023239091660798294
2 521 7762.329471042592  0.0002595798509901215
2 522 7764.751323847661  0.00032607483080937527
2 523 7767.172837783288  0.0002444850042593316
2 524 7769.594562042931  0.00025274614154113806
2 525 7772.016360294574  0.0002620433519950893
2 526 7774.438540388847  0.00028167883783680736
2 527 7776.860376305678  0.0003561554694897495
2 528 7779.281903452447  0.0002644925889399019
2 529 7781.7036135447825  0.00027500203759700526
2 530 7784.125436906096  0.0002936000018962659
2 531 7786.547579649537  0.0003033266279999225
2 532 7788.96938679325  0.00035160046945748036
2 533 7791.390923269655  0.00030141675779304933
2 534 7793.81263383268  0.00029550966291935765
2 535 7796.234487432799  0.00030913909404262085
2 536 7798.656526818115  0.00029272509846123285
2 537 7801.078346089058  0.0003405990883038612
2 538 7803.499893327591  0.0002686751281544275
2 539 7805.921657200232  0.00028786069651687285
