1 0  2739.51737314 nan
1 1  2741.02844319 nan
1 2  2742.53974904 nan
1 3  2744.05096441 nan
1 4  2745.56137826 nan
1 5  2747.07263357 nan
1 6  2748.58363909 nan
1 7  2750.10084441 nan
1 8  2751.60527987 nan
1 9  2753.11651787 nan
1 10 2754.62683187 nan
1 11 2756.1386677  nan
1 12 2757.64818609 nan
1 13 2759.15988659 nan
1 14 2760.67058635 nan
1 15 2762.18140057 nan
1 16 2763.69245822 nan
1 17 2765.20291464 nan
1 18 2766.71489012 nan
1 19 2768.22499146 nan
1 20 2769.73599397 nan
1 21 2771.2468305  nan
1 22 2772.75731209 nan
1 23 2774.26832897 nan
1 24 2775.77865237 nan
1 25 2777.28950562 nan
1 26 2778.80228952 nan
1 27 2780.31237005 nan
1 28 2781.84720883 nan
1 29 2783.33385469 nan
1 30 2784.84468107 nan
1 35 2792.39938337 nan
1 36 2793.91036307 nan
1 37 2795.42030204 nan
1 38 2796.93209772 nan
1 39 2798.44280908 nan
1 40 2799.95400786 nan
1 41 2801.46448817 nan
1 42 2802.97563715 nan
1 43 2804.48677342 nan
1 44 2805.99720537 nan
1 45 2807.50801991 nan
1 46 2809.01903044 nan
1 47 2810.53010309 nan
1 48 2812.04095506 nan
1 49 2813.55140342 nan
1 50 2815.06266407 nan
1 51 2816.56563257 nan
2 0 2740.53164957  nan
2 1 2742.95229251  nan
2 2 2745.37386108  nan
2 3 2747.79564835  nan
2 4 2750.2184292   nan
2 5 2752.6403141   nan
2 6 2755.05982596  nan
2 7 2757.48269024  nan
2 8 2759.89650878  nan
2 9 2762.3275452   nan
2 10 2764.74887238 nan
2 11 2767.17036897 nan
2 12 2769.59271834 nan
2 13 2772.01341929 nan
2 14 2774.43627953 nan
2 15 2776.85855503 nan
2 16 2779.27884752 nan
2 17 2781.70124891 nan
2 18 2784.12329696 nan
2 21 2791.38774042 nan
2 22 2793.810724   nan
2 23 2796.23221202 nan
2 24 2798.65376281 nan
2 25 2801.0766182  nan
2 26 2803.49715434 nan
2 27 2805.91872474 nan
2 28 2808.34030797 nan
2 29 2810.76261996 nan
2 30 2813.18481475 nan
2 31 2815.60575856 nan
3 0  2738.98887225 nan
3 1  2743.04047967 nan
3 2  2747.07592133 nan
3 3  2751.14178764 nan
3 4  2755.18868616 nan
3 5  2759.2468044  nan
3 6  2763.28951343 nan
3 7  2767.33600643 nan
3 8  2771.38034038 nan
3 9  2775.44054669 nan
3 10 2779.47612769 nan
3 11 2783.53965987 nan
3 13 2791.64224952 nan
3 14 2795.70225031 nan
3 15 2799.63786084 nan
3 16 2803.78912146 nan
3 17 2807.84063511 nan
3 18 2811.92884673 nan
3 19 2815.94121598 nan
4 0  2739.67233805 nan
4 1  2745.77158225 nan
4 2  2751.86983309 nan
4 3  2757.96829024 nan
4 4  2764.06847846 nan
4 5  2770.16886877 nan
4 6  2776.26549984 nan
4 7  2782.36391015 nan
4 9  2794.56270712 nan
4 10 2800.66067622 nan
4 11 2806.75874307 nan
4 12 2812.85822584 nan
5 0  2745.02936944 nan
5 1  2754.23414152 nan
5 2  2763.44419546 nan
5 3  2772.64858093 nan
5 4  2781.82914144 nan
5 6  2800.27188674 nan
5 7  2809.4756037  nan
6 0  2739.48190081 nan
6 1  2751.84153983 nan
6 2  2764.19173122 nan
6 3  2776.55026918 nan
6 5  2801.2509902  nan
6 6  2813.60659406 nan
7 0  2756.383      nan
7 1  2775.150      nan
7 2  2793.920      nan
7 3  2812.700      nan
